transit_timestamp,bus_route,payment_method,fare_class_category,ridership,transfers
01/31/2024 09:00:00 PM,B82,omny,OMNY - Full Fare,108,39
01/31/2024 10:00:00 PM,M5,metrocard,Metrocard - Unlimited 7-Day,15,0
01/31/2024 10:00:00 PM,Q54,metrocard,Metrocard - Seniors & Disability,3,0
01/31/2024 10:00:00 PM,S79,omny,OMNY - Full Fare,25,9
01/31/2024 11:00:00 PM,SIM1,metrocard,Metrocard - Full Fare,27,9
01/31/2024 01:00:00 AM,BX10,metrocard,Metrocard - Unlimited 7-Day,1,0
01/31/2024 06:00:00 AM,BM3,omny,OMNY - Seniors & Disability,1,0
01/31/2024 07:00:00 AM,B49,metrocard,Metrocard - Students,168,25
01/31/2024 10:00:00 AM,BX32,metrocard,Metrocard - Seniors & Disability,24,2
01/31/2024 11:00:00 AM,M10,omny,OMNY - Seniors & Disability,1,0
01/31/2024 04:00:00 PM,BX13,metrocard,Metrocard - Full Fare,46,13
01/31/2024 07:00:00 PM,BX4,metrocard,Metrocard - Seniors & Disability,7,6
01/31/2024 07:00:00 PM,Q49,metrocard,Metrocard - Fair Fare,18,8
01/31/2024 07:00:00 PM,S76,metrocard,Metrocard - Fair Fare,2,0
01/31/2024 10:00:00 PM,Q100,metrocard,Metrocard - Other,5,2
01/31/2024 10:00:00 PM,SIM4,metrocard,Metrocard - Seniors & Disability,3,1
01/31/2024 02:00:00 AM,Q33,metrocard,Metrocard - Unlimited 30-Day,2,0
01/31/2024 06:00:00 AM,B47,metrocard,Metrocard - Full Fare,65,15
01/31/2024 06:00:00 AM,Q72,metrocard,Metrocard - Other,4,0
01/31/2024 08:00:00 AM,B39,metrocard,Metrocard - Students,1,1
01/31/2024 08:00:00 AM,Q104,omny,OMNY - Full Fare,51,6
01/31/2024 10:00:00 AM,Q13,metrocard,Metrocard - Other,18,0
01/31/2024 05:00:00 PM,B61,metrocard,Metrocard - Unlimited 7-Day,46,0
01/31/2024 06:00:00 PM,M60,metrocard,Metrocard - Unlimited 30-Day,61,0
01/31/2024 07:00:00 PM,B2,metrocard,Metrocard - Fair Fare,2,0
01/31/2024 07:00:00 PM,B47,metrocard,Metrocard - Seniors & Disability,12,5
01/31/2024 07:00:00 PM,M14,metrocard,Metrocard - Unlimited 7-Day,54,0
01/31/2024 09:00:00 PM,Q5,omny,OMNY - Seniors & Disability,2,0
01/31/2024 05:00:00 AM,Q65,metrocard,Metrocard - Other,6,0
01/31/2024 07:00:00 AM,M12,metrocard,Metrocard - Unlimited 30-Day,14,0
01/31/2024 08:00:00 AM,M2,metrocard,Metrocard - Unlimited 30-Day,61,0
01/31/2024 09:00:00 AM,M55,metrocard,Metrocard - Seniors & Disability,11,4
01/31/2024 12:00:00 PM,Q38,metrocard,Metrocard - Seniors & Disability,39,8
01/31/2024 02:00:00 PM,Q20,metrocard,Metrocard - Students,185,12
01/31/2024 03:00:00 PM,Q67,metrocard,Metrocard - Other,10,1
01/31/2024 04:00:00 PM,B47,metrocard,Metrocard - Full Fare,78,23
01/31/2024 05:00:00 PM,Q9,metrocard,Metrocard - Unlimited 30-Day,23,0
01/31/2024 06:00:00 PM,Q29,metrocard,Metrocard - Seniors & Disability,10,4
01/31/2024 07:00:00 PM,Q28,metrocard,Metrocard - Unlimited 30-Day,45,0
01/31/2024 08:00:00 PM,Q15,metrocard,Metrocard - Students,8,4
01/31/2024 01:00:00 AM,B70,metrocard,Metrocard - Unlimited 7-Day,1,0
01/31/2024 04:00:00 AM,Q85,omny,OMNY - Seniors & Disability,1,0
01/31/2024 06:00:00 AM,S93,omny,OMNY - Full Fare,47,12
01/31/2024 06:00:00 AM,SIM23,metrocard,Metrocard - Unlimited 7-Day,5,0
01/31/2024 07:00:00 AM,S42,metrocard,Metrocard - Other,2,0
01/31/2024 07:00:00 AM,SIM26,metrocard,Metrocard - Other,8,1
01/31/2024 08:00:00 AM,Q20,metrocard,Metrocard - Unlimited 30-Day,111,0
01/31/2024 08:00:00 AM,Q58,metrocard,Metrocard - Other,36,5
01/31/2024 11:00:00 AM,B46,metrocard,Metrocard - Unlimited 7-Day,66,0
01/31/2024 03:00:00 PM,M34,omny,OMNY - Seniors & Disability,9,2
01/31/2024 03:00:00 PM,M57,metrocard,Metrocard - Unlimited 7-Day,46,0
01/31/2024 05:00:00 PM,B38,metrocard,Metrocard - Seniors & Disability,50,16
01/31/2024 05:00:00 PM,B47,metrocard,Metrocard - Unlimited 7-Day,56,0
01/31/2024 06:00:00 PM,B65,metrocard,Metrocard - Full Fare,17,2
01/31/2024 06:00:00 PM,SIM9,metrocard,Metrocard - Unlimited 7-Day,5,0
01/31/2024 07:00:00 PM,Q114,metrocard,Metrocard - Students,4,1
01/31/2024 08:00:00 PM,B52,metrocard,Metrocard - Unlimited 30-Day,19,0
01/31/2024 09:00:00 PM,Q5,metrocard,Metrocard - Full Fare,36,15
01/31/2024 10:00:00 PM,Q17,metrocard,Metrocard - Fair Fare,8,3
01/31/2024 07:00:00 AM,S48,omny,OMNY - Full Fare,18,3
01/31/2024 10:00:00 AM,Q21,metrocard,Metrocard - Unlimited 30-Day,6,0
01/31/2024 12:00:00 PM,Q85,metrocard,Metrocard - Full Fare,52,12
01/31/2024 03:00:00 PM,Q29,metrocard,Metrocard - Full Fare,51,17
01/31/2024 06:00:00 PM,B44,metrocard,Metrocard - Fair Fare,43,12
01/31/2024 09:00:00 PM,Q36,metrocard,Metrocard - Seniors & Disability,4,1
01/31/2024 11:00:00 PM,B44,metrocard,Metrocard - Fair Fare,7,2
01/31/2024 05:00:00 AM,M11,omny,OMNY - Full Fare,18,0
01/31/2024 06:00:00 AM,Q113,metrocard,Metrocard - Fair Fare,4,1
01/31/2024 06:00:00 AM,Q13,omny,OMNY - Full Fare,80,12
01/31/2024 06:00:00 AM,Q34,metrocard,Metrocard - Unlimited 7-Day,29,0
01/31/2024 06:00:00 AM,S76,metrocard,Metrocard - Unlimited 30-Day,17,0
01/31/2024 07:00:00 AM,X28,omny,OMNY - Seniors & Disability,2,0
01/31/2024 08:00:00 AM,M22,metrocard,Metrocard - Seniors & Disability,22,1
01/31/2024 09:00:00 AM,M104,metrocard,Metrocard - Unlimited 7-Day,13,0
01/31/2024 09:00:00 AM,Q35,metrocard,Metrocard - Fair Fare,5,1
01/31/2024 11:00:00 AM,B69,metrocard,Metrocard - Seniors & Disability,26,7
01/31/2024 11:00:00 AM,BX29,metrocard,Metrocard - Full Fare,10,2
01/31/2024 11:00:00 AM,M102,metrocard,Metrocard - Unlimited 30-Day,66,0
01/31/2024 12:00:00 PM,BX4,omny,OMNY - Full Fare,42,2
01/31/2024 12:00:00 PM,Q76,metrocard,Metrocard - Fair Fare,6,0
01/31/2024 02:00:00 PM,B31,metrocard,Metrocard - Unlimited 7-Day,9,0
01/31/2024 04:00:00 PM,B2,metrocard,Metrocard - Unlimited 7-Day,12,0
01/31/2024 04:00:00 PM,QM20,omny,OMNY - Seniors & Disability,2,1
01/31/2024 05:00:00 AM,Q49,omny,OMNY - Full Fare,123,0
01/31/2024 06:00:00 AM,Q110,omny,OMNY - Seniors & Disability,1,0
01/31/2024 07:00:00 AM,BX23,omny,OMNY - Full Fare,84,13
01/31/2024 07:00:00 AM,Q21,metrocard,Metrocard - Seniors & Disability,10,2
01/31/2024 08:00:00 AM,NIS,metrocard,Metrocard - Other,17,0
01/31/2024 08:00:00 AM,Q27,metrocard,Metrocard - Fair Fare,90,14
01/31/2024 10:00:00 AM,Q16,omny,OMNY - Full Fare,51,13
01/31/2024 12:00:00 PM,Q88,omny,OMNY - Seniors & Disability,4,1
01/31/2024 02:00:00 PM,Q34,omny,OMNY - Full Fare,143,44
01/31/2024 06:00:00 PM,Q7,omny,OMNY - Full Fare,41,17
01/31/2024 09:00:00 PM,Q112,omny,OMNY - Full Fare,11,2
01/31/2024 06:00:00 AM,Q24,metrocard,Metrocard - Full Fare,72,9
01/31/2024 07:00:00 AM,B46,metrocard,Metrocard - Seniors & Disability,86,25
01/31/2024 08:00:00 AM,BX11,metrocard,Metrocard - Fair Fare,67,13
01/31/2024 08:00:00 AM,Q26,metrocard,Metrocard - Students,12,1
01/31/2024 09:00:00 AM,S55,metrocard,Metrocard - Full Fare,4,1
01/31/2024 11:00:00 AM,M35,metrocard,Metrocard - Fair Fare,1,1
01/31/2024 01:00:00 PM,Q8,metrocard,Metrocard - Seniors & Disability,28,9
01/31/2024 01:00:00 PM,Q8,metrocard,Metrocard - Unlimited 7-Day,33,0
01/31/2024 05:00:00 PM,B9,metrocard,Metrocard - Seniors & Disability,64,17
01/31/2024 07:00:00 PM,B9,metrocard,Metrocard - Full Fare,71,27
01/31/2024 11:00:00 PM,BX7,metrocard,Metrocard - Unlimited 7-Day,16,0
01/31/2024 01:00:00 AM,BXM9,metrocard,Metrocard - Full Fare,1,0
01/31/2024 05:00:00 AM,BX40,metrocard,Metrocard - Unlimited 7-Day,22,0
01/31/2024 06:00:00 AM,SIM2,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 06:00:00 AM,SIM31,omny,OMNY - Full Fare,64,0
01/31/2024 11:00:00 AM,NIS,metrocard,Metrocard - Full Fare,17,0
01/31/2024 11:00:00 AM,Q23,metrocard,Metrocard - Other,13,2
01/31/2024 11:00:00 AM,Q50,metrocard,Metrocard - Fair Fare,5,1
01/31/2024 11:00:00 AM,S74,metrocard,Metrocard - Students,1,0
01/31/2024 01:00:00 PM,BX42,metrocard,Metrocard - Students,2,1
01/31/2024 03:00:00 PM,Q110,metrocard,Metrocard - Fair Fare,10,3
01/31/2024 04:00:00 PM,Q23,metrocard,Metrocard - Students,215,85
01/31/2024 04:00:00 PM,S57,metrocard,Metrocard - Other,6,0
01/31/2024 09:00:00 PM,BX11,metrocard,Metrocard - Seniors & Disability,3,2
01/31/2024 09:00:00 PM,Q48,metrocard,Metrocard - Fair Fare,2,0
01/31/2024 10:00:00 PM,BX38,omny,OMNY - Full Fare,1,0
01/31/2024 06:00:00 AM,SIM5,metrocard,Metrocard - Other,16,2
01/31/2024 11:00:00 AM,Q85,metrocard,Metrocard - Other,13,1
01/31/2024 01:00:00 PM,Q50,omny,OMNY - Seniors & Disability,1,0
01/31/2024 03:00:00 PM,B100,metrocard,Metrocard - Students,48,15
01/31/2024 05:00:00 PM,M11,metrocard,Metrocard - Seniors & Disability,96,20
01/31/2024 07:00:00 PM,BX17,metrocard,Metrocard - Unlimited 30-Day,12,0
01/31/2024 09:00:00 PM,BX22,metrocard,Metrocard - Full Fare,16,5
01/31/2024 10:00:00 PM,B26,metrocard,Metrocard - Full Fare,13,1
01/31/2024 10:00:00 PM,Q8,metrocard,Metrocard - Other,1,0
01/31/2024 11:00:00 PM,BX31,omny,OMNY - Full Fare,8,2
01/31/2024 05:00:00 AM,B42,omny,OMNY - Full Fare,21,1
01/31/2024 06:00:00 AM,BX31,metrocard,Metrocard - Students,10,0
01/31/2024 06:00:00 AM,Q9,metrocard,Metrocard - Seniors & Disability,14,2
01/31/2024 06:00:00 AM,SIM2,omny,OMNY - Full Fare,84,4
01/31/2024 07:00:00 AM,BXM6,omny,OMNY - Full Fare,56,0
01/31/2024 10:00:00 AM,M55,metrocard,Metrocard - Unlimited 30-Day,4,0
01/31/2024 01:00:00 PM,BX13,metrocard,Metrocard - Fair Fare,31,11
01/31/2024 02:00:00 PM,Q1,metrocard,Metrocard - Fair Fare,4,3
01/31/2024 04:00:00 PM,Q69,omny,OMNY - Full Fare,174,54
01/31/2024 04:00:00 PM,QM32,metrocard,Metrocard - Seniors & Disability,2,0
01/31/2024 05:00:00 PM,Q5,metrocard,Metrocard - Seniors & Disability,35,19
01/31/2024 02:00:00 AM,Q10,metrocard,Metrocard - Unlimited 7-Day,21,0
01/31/2024 07:00:00 AM,Q28,omny,OMNY - Seniors & Disability,5,2
01/31/2024 08:00:00 AM,Q19,metrocard,Metrocard - Other,5,0
01/31/2024 09:00:00 AM,B15,metrocard,Metrocard - Unlimited 30-Day,55,0
01/31/2024 09:00:00 AM,B9,metrocard,Metrocard - Unlimited 30-Day,84,0
01/31/2024 10:00:00 AM,QM5,metrocard,Metrocard - Unlimited 7-Day,1,0
01/31/2024 02:00:00 PM,M21,metrocard,Metrocard - Students,15,0
01/31/2024 05:00:00 PM,BXM8,metrocard,Metrocard - Seniors & Disability,1,1
01/31/2024 05:00:00 PM,Q50,omny,OMNY - Full Fare,88,30
01/31/2024 11:00:00 PM,M31,metrocard,Metrocard - Fair Fare,7,1
01/31/2024 06:00:00 AM,B100,metrocard,Metrocard - Fair Fare,11,2
01/31/2024 06:00:00 AM,B49,metrocard,Metrocard - Unlimited 30-Day,40,0
01/31/2024 06:00:00 AM,QM17,metrocard,Metrocard - Full Fare,22,0
01/31/2024 07:00:00 AM,Q17,metrocard,Metrocard - Other,19,2
01/31/2024 09:00:00 AM,Q5,metrocard,Metrocard - Other,12,1
01/31/2024 10:00:00 AM,BXM7,metrocard,Metrocard - Seniors & Disability,8,1
01/31/2024 12:00:00 PM,BX40,metrocard,Metrocard - Full Fare,27,8
01/31/2024 01:00:00 PM,Q42,metrocard,Metrocard - Seniors & Disability,1,1
01/31/2024 02:00:00 PM,B84,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 03:00:00 PM,Q54,metrocard,Metrocard - Unlimited 30-Day,52,0
01/31/2024 06:00:00 PM,M102,metrocard,Metrocard - Unlimited 7-Day,58,0
01/31/2024 06:00:00 PM,Q56,metrocard,Metrocard - Full Fare,51,23
01/31/2024 07:00:00 PM,M72,metrocard,Metrocard - Fair Fare,5,0
01/31/2024 08:00:00 PM,M1,omny,OMNY - Full Fare,64,7
01/31/2024 08:00:00 PM,Q17,metrocard,Metrocard - Unlimited 7-Day,44,0
01/31/2024 10:00:00 PM,M31,omny,OMNY - Full Fare,62,8
01/31/2024 01:00:00 AM,Q52/53,omny,OMNY - Full Fare,3,3
01/31/2024 06:00:00 AM,BX41,omny,OMNY - Full Fare,50,3
01/31/2024 06:00:00 AM,Q55,metrocard,Metrocard - Other,11,0
01/31/2024 10:00:00 AM,M22,metrocard,Metrocard - Fair Fare,7,1
01/31/2024 10:00:00 AM,Q104,metrocard,Metrocard - Full Fare,6,0
01/31/2024 01:00:00 PM,Q34,metrocard,Metrocard - Fair Fare,31,10
01/31/2024 03:00:00 PM,BX11,metrocard,Metrocard - Unlimited 7-Day,42,0
01/31/2024 03:00:00 PM,QM40,metrocard,Metrocard - Full Fare,1,0
01/31/2024 04:00:00 PM,Q103,metrocard,Metrocard - Seniors & Disability,7,2
01/31/2024 05:00:00 PM,S55,metrocard,Metrocard - Full Fare,3,1
01/31/2024 07:00:00 PM,Q23,metrocard,Metrocard - Unlimited 30-Day,84,0
01/31/2024 11:00:00 PM,S48,metrocard,Metrocard - Other,1,0
01/31/2024 02:00:00 AM,B68,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 07:00:00 AM,QM7,metrocard,Metrocard - Other,7,1
01/31/2024 07:00:00 AM,SIM31,metrocard,Metrocard - Unlimited 7-Day,9,0
01/31/2024 09:00:00 AM,B103,omny,OMNY - Full Fare,126,16
01/31/2024 02:00:00 PM,B54,metrocard,Metrocard - Other,10,1
01/31/2024 03:00:00 PM,Q111,metrocard,Metrocard - Seniors & Disability,34,9
01/31/2024 04:00:00 PM,BX1,metrocard,Metrocard - Other,33,3
01/31/2024 05:00:00 PM,Q46,metrocard,Metrocard - Unlimited 30-Day,146,0
01/31/2024 07:00:00 PM,S53,metrocard,Metrocard - Other,7,1
01/31/2024 10:00:00 PM,Q59,metrocard,Metrocard - Unlimited 7-Day,12,0
02/07/2024 01:00:00 PM,QM15,omny,OMNY - Full Fare,21,0
01/31/2024 01:00:00 AM,B35,metrocard,Metrocard - Full Fare,3,1
01/31/2024 04:00:00 AM,S74,omny,OMNY - Full Fare,7,0
01/31/2024 05:00:00 AM,Q42,metrocard,Metrocard - Unlimited 7-Day,9,0
01/31/2024 07:00:00 AM,Q5,omny,OMNY - Full Fare,136,20
01/31/2024 08:00:00 AM,Q47,metrocard,Metrocard - Students,81,4
01/31/2024 12:00:00 PM,M55,metrocard,Metrocard - Fair Fare,3,1
01/31/2024 02:00:00 PM,QM2,metrocard,Metrocard - Full Fare,1,0
01/31/2024 03:00:00 PM,B45,metrocard,Metrocard - Students,30,4
01/31/2024 04:00:00 PM,M55,metrocard,Metrocard - Fair Fare,1,1
01/31/2024 06:00:00 PM,BX24,metrocard,Metrocard - Students,2,2
01/31/2024 06:00:00 PM,SIM35,metrocard,Metrocard - Other,3,0
01/31/2024 07:00:00 PM,M125,metrocard,Metrocard - Fair Fare,15,0
01/31/2024 07:00:00 PM,Q40,metrocard,Metrocard - Unlimited 30-Day,28,0
01/31/2024 08:00:00 PM,Q19,metrocard,Metrocard - Students,4,0
01/31/2024 09:00:00 PM,BX38,metrocard,Metrocard - Full Fare,12,8
01/31/2024 02:00:00 AM,Q27,metrocard,Metrocard - Full Fare,3,2
01/31/2024 03:00:00 AM,Q66,metrocard,Metrocard - Unlimited 30-Day,3,0
01/31/2024 04:00:00 AM,Q49,metrocard,Metrocard - Seniors & Disability,8,1
01/31/2024 06:00:00 AM,B84,metrocard,Metrocard - Full Fare,8,1
01/31/2024 06:00:00 AM,S53,omny,OMNY - Full Fare,84,11
01/31/2024 08:00:00 AM,BX46,metrocard,Metrocard - Fair Fare,2,0
01/31/2024 11:00:00 AM,Q25,metrocard,Metrocard - Other,18,0
01/31/2024 12:00:00 PM,Q50,omny,OMNY - Other,1,0
01/31/2024 12:00:00 PM,S74,metrocard,Metrocard - Unlimited 30-Day,17,0
01/31/2024 03:00:00 PM,B8,metrocard,Metrocard - Seniors & Disability,95,22
01/31/2024 05:00:00 PM,BX32,metrocard,Metrocard - Students,10,1
01/31/2024 05:00:00 PM,Q60,metrocard,Metrocard - Unlimited 30-Day,100,0
01/31/2024 06:00:00 PM,Q25,metrocard,Metrocard - Other,32,9
01/31/2024 05:00:00 AM,Q32,metrocard,Metrocard - Unlimited 30-Day,11,0
01/31/2024 06:00:00 AM,Q34,omny,OMNY - Full Fare,67,11
01/31/2024 07:00:00 AM,M106,metrocard,Metrocard - Other,4,2
01/31/2024 08:00:00 AM,Q36,metrocard,Metrocard - Full Fare,86,14
